DateG,Day,City,Holiday Name,Type of Public Holiday,School,Cloudy,Widespread Dust,Blowing Dust,Fog,Mist,Rain,Match,Event,Effect on City,Pay Day,days till next payday,days after payday,days after school,days before school,is_payday,is_holiday,has_event,has_match,is_weekend,has_rain,bad_weather,payday_window,is_vacation,impact_score,impact_level,stable_weather,rain_or_mist,dust,fog
,Wednesday,Riyadh,No Holiday,,True,,False,False,False,False,False,UEFA CL,FALSE,FALSE,-,,2.0,74,22,0,0,0,1,0,0,0,1,0,4,Medium,1,0,0,0
,Thursday,Riyadh,No Holiday,,True,,False,False,False,False,False,,FALSE,FALSE,-,,1.0,75,21,0,0,0,0,1,0,0,1,0,3,Medium,1,0,0,0
,Friday,Riyadh,No Holiday,,False,,False,False,False,False,False,,FALSE,FALSE,-,,0.0,76,20,0,0,0,0,1,0,0,1,0,3,Medium,1,0,0,0
2025-01-02,Saturday,Riyadh,No Holiday,,False,,False,False,False,False,False,,"فعالية ""ليلة صوت الأرض"" تكريمًا للفنان طلال مداح",زيادة الاهتمام بالفنون والثقافة المحلية، مع مشاركة نجوم عالميين.,-,,,77,19,0,0,1,0,1,0,0,0,0,4,Medium,1,0,0,0
2025-02-02,Sunday,Riyadh,No Holiday,,True,,False,False,False,False,False,Preimer League,FALSE,FALSE,-,,,78,18,0,0,0,1,0,0,0,0,0,2,Low,1,0,0,0
2025-03-02,Monday,Riyadh,No Holiday,,True,,False,False,False,False,False,,FALSE,FALSE,-,,,79,17,0,0,0,0,0,0,0,0,0,0,Low,1,0,0,0
2025-04-02,Tuesday,Riyadh,No Holiday,,True,,False,False,False,False,False,,FALSE,FALSE,-,,,80,16,0,0,0,0,0,0,0,0,0,0,Low,1,0,0,0
2025-05-02,Wednesday,Riyadh,No Holiday,,True,,False,False,False,False,False,,FALSE,FALSE,-,,,81,15,0,0,0,0,0,0,0,0,0,0,Low,1,0,0,0
2025-06-02,Thursday,Riyadh,No Holiday,,True,,False,False,False,False,False,,FALSE,FALSE,-,,,82,14,0,0,0,0,1,0,0,0,0,1,Low,1,0,0,0
2025-07-02,Friday,Riyadh,No Holiday,,False,,False,False,False,False,False,,FALSE,FALSE,-,,,83,13,0,0,0,0,1,0,0,0,0,1,Low,1,0,0,0
2025-08-02,Saturday,Riyadh,No Holiday,,False,,False,False,False,False,False,La liga,FALSE,FALSE,-,,,84,12,0,0,0,1,1,0,0,0,0,3,Medium,1,0,0,0
2025-09-02,Sunday,Riyadh,No Holiday,,True,,False,False,False,False,False,La liga,FALSE,FALSE,-,,,85,11,0,0,0,1,0,0,0,0,0,2,Low,1,0,0,0
2025-10-02,Monday,Riyadh,No Holiday,,True,,False,False,False,False,False,,FALSE,FALSE,-,,,86,10,0,0,0,0,0,0,0,0,0,0,Low,1,0,0,0
2025-11-02,Tuesday,Riyadh,No Holiday,,True,,False,False,False,False,False,,FALSE,FALSE,-,,,87,9,0,0,0,0,0,0,0,0,0,0,Low,1,0,0,0
